timestamp,src,dst,proto,sport,dport,flags,length
1749828886.483035,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.483310,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.483312,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.483395,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.483397,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.483436,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.483438,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.483439,10.6.13.133,67.217.228.199,Raw,52474.0,443.0,PA,118
1749828886.483440,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.484437,10.6.13.133,67.217.228.199,Raw,52474.0,443.0,PA,604
1749828886.484657,173.194.208.94,10.6.13.133,Raw,443.0,52476.0,PA,1018
1749828886.484659,10.6.13.133,173.194.208.94,Padding,52476.0,443.0,A,60
1749828886.484954,10.6.13.133,173.194.208.94,Raw,52476.0,443.0,PA,85
1749828886.486723,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.486726,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.486727,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.486729,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.488464,10.6.13.133,205.174.24.80,Raw,52469.0,443.0,PA,165
1749828886.488600,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.488602,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.488643,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.488644,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.488838,173.194.208.94,10.6.13.133,Raw,443.0,52476.0,PA,85
1749828886.489045,13.107.246.57,10.6.13.133,Raw,443.0,52475.0,A,1430
1749828886.489265,13.107.246.57,10.6.13.133,Raw,443.0,52475.0,PA,1430
1749828886.489267,10.6.13.133,13.107.246.57,Padding,52475.0,443.0,A,60
1749828886.491430,13.107.246.57,10.6.13.133,Raw,443.0,52475.0,PA,1398
1749828886.491433,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.491434,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.491435,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.491585,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.491587,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.491589,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.491590,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.491806,173.194.208.94,10.6.13.133,Raw,443.0,52476.0,PA,599
1749828886.491808,173.194.208.94,10.6.13.133,Raw,443.0,52476.0,PA,1430
1749828886.491810,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.491811,10.6.13.133,173.194.208.94,Padding,52476.0,443.0,A,60
1749828886.492089,173.194.208.94,10.6.13.133,Raw,443.0,52476.0,PA,1430
1749828886.492091,10.6.13.133,173.194.208.94,Padding,52476.0,443.0,A,60
1749828886.492092,173.194.208.94,10.6.13.133,Raw,443.0,52476.0,A,1430
1749828886.492094,10.6.13.133,173.194.208.94,Padding,52476.0,443.0,A,60
1749828886.492095,10.6.13.133,173.194.208.94,Padding,52476.0,443.0,A,60
1749828886.492376,173.194.208.94,10.6.13.133,Raw,443.0,52476.0,PA,1430
1749828886.492378,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.492379,10.6.13.133,173.194.208.94,Padding,52476.0,443.0,A,60
1749828886.492621,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.492622,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.492623,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.494456,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.494458,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.494460,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.494511,173.194.208.94,10.6.13.133,Raw,443.0,52476.0,A,1430
1749828886.494659,173.194.208.94,10.6.13.133,Raw,443.0,52476.0,PA,1430
1749828886.494661,10.6.13.133,173.194.208.94,Padding,52476.0,443.0,A,60
1749828886.494662,109.61.92.48,10.6.13.133,Raw,443.0,52477.0,PA,365
1749828886.494663,109.61.92.48,10.6.13.133,Raw,443.0,52477.0,PA,365
1749828886.494664,10.6.13.133,173.194.208.94,Padding,52476.0,443.0,A,60
1749828886.494665,109.61.92.48,10.6.13.133,Raw,443.0,52477.0,PA,116
1749828886.494666,109.61.92.48,10.6.13.133,Raw,443.0,52477.0,PA,85
1749828886.494667,10.6.13.133,109.61.92.48,Padding,52477.0,443.0,A,60
1749828886.494789,10.6.13.133,109.61.92.48,Raw,52477.0,443.0,PA,85
1749828886.496343,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.496345,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.496347,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.496348,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.496350,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.496563,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.496565,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.496566,13.107.246.57,10.6.13.133,Raw,443.0,52475.0,PA,933
1749828886.496568,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.496772,109.61.92.48,10.6.13.133,Raw,443.0,52477.0,A,1430
1749828886.496774,10.6.13.133,13.107.246.57,Padding,52475.0,443.0,A,60
1749828886.496776,109.61.92.48,10.6.13.133,Raw,443.0,52477.0,PA,350
1749828886.496777,173.194.208.94,10.6.13.133,Raw,443.0,52476.0,A,1430
1749828886.496778,10.6.13.133,109.61.92.48,Padding,52477.0,443.0,A,60
1749828886.496779,10.6.13.133,109.61.92.48,Padding,52477.0,443.0,A,60
1749828886.497066,173.194.208.94,10.6.13.133,Raw,443.0,52476.0,PA,1430
1749828886.497068,10.6.13.133,173.194.208.94,Padding,52476.0,443.0,A,60
1749828886.497069,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.497070,10.6.13.133,173.194.208.94,Padding,52476.0,443.0,A,60
1749828886.497339,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.497341,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.497342,173.194.208.94,10.6.13.133,Raw,443.0,52476.0,A,1430
1749828886.497551,173.194.208.94,10.6.13.133,Raw,443.0,52476.0,PA,1430
1749828886.497553,10.6.13.133,173.194.208.94,Padding,52476.0,443.0,A,60
1749828886.497554,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.497555,10.6.13.133,173.194.208.94,Padding,52476.0,443.0,A,60
1749828886.497813,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.497815,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.497816,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.497817,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.498044,173.194.208.94,10.6.13.133,Raw,443.0,52476.0,A,1430
1749828886.498046,173.194.208.94,10.6.13.133,Raw,443.0,52476.0,PA,1430
1749828886.498048,10.6.13.133,173.194.208.94,Padding,52476.0,443.0,A,60
1749828886.498278,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.498279,10.6.13.133,173.194.208.94,Padding,52476.0,443.0,A,60
1749828886.498280,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.498668,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.498670,173.194.208.94,10.6.13.133,Raw,443.0,52476.0,A,1430
1749828886.498931,173.194.208.94,10.6.13.133,Raw,443.0,52476.0,PA,1430
1749828886.498932,10.6.13.133,173.194.208.94,Padding,52476.0,443.0,A,60
1749828886.498933,173.194.208.94,10.6.13.133,Raw,443.0,52476.0,PA,229
1749828886.498934,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.498935,10.6.13.133,173.194.208.94,Padding,52476.0,443.0,A,60
1749828886.498936,10.6.13.133,173.194.208.94,Padding,52476.0,443.0,A,60
1749828886.498937,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.499098,10.6.13.133,13.107.246.57,Raw,52475.0,443.0,PA,128
1749828886.499339,10.6.13.133,173.194.208.94,Raw,52476.0,443.0,PA,93
1749828886.499647,10.6.13.133,13.107.246.57,Raw,52475.0,443.0,PA,146
1749828886.500054,10.6.13.133,13.107.246.57,Raw,52475.0,443.0,PA,440
1749828886.503766,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.503768,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.503924,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.503926,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.507765,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.507811,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.507813,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.511784,150.171.27.11,10.6.13.133,Padding,443.0,52478.0,A,60
1749828886.512734,142.250.115.94,10.6.13.133,Padding,443.0,52473.0,A,60
1749828886.514979,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.514982,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.514983,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.516695,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.516698,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.516699,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.518543,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.518545,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.518547,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.518555,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.518760,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.520243,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.520245,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.520246,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.520248,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.520923,10.6.13.133,150.171.27.11,Padding,52478.0,443.0,A,60
1749828886.522728,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.522729,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.522731,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.522733,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.522878,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.522880,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.524609,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.524611,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.524613,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.524614,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.524616,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.526529,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.526531,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.526639,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.526718,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.527598,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.527600,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.527602,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.527751,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.528591,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.528593,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.528595,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.528596,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.528597,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.528811,13.107.246.57,10.6.13.133,Raw,443.0,52475.0,PA,341
1749828886.529555,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.529557,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.529757,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.530729,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.530731,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.530732,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.530733,13.107.246.57,10.6.13.133,Raw,443.0,52475.0,PA,341
1749828886.530735,13.107.246.57,10.6.13.133,Raw,443.0,52475.0,PA,116
1749828886.530939,10.6.13.133,13.107.246.57,Padding,52475.0,443.0,A,60
1749828886.530972,10.6.13.133,13.107.246.57,Raw,52475.0,443.0,PA,85
1749828886.531765,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.531774,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.531776,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.531972,10.6.13.133,205.174.24.80,Raw,52469.0,443.0,PA,174
1749828886.532793,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.532796,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.532960,173.194.208.94,10.6.13.133,Padding,443.0,52476.0,A,60
1749828886.532961,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.534039,150.171.27.11,10.6.13.133,Raw,443.0,52478.0,PA,287
1749828886.534091,150.171.27.11,10.6.13.133,Raw,443.0,52478.0,PA,92
1749828886.534092,10.6.13.133,150.171.27.11,Padding,52478.0,443.0,A,60
1749828886.534416,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.534419,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.534421,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.534650,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.536613,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.536616,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.536617,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.536618,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.536620,13.107.246.57,10.6.13.133,Padding,443.0,52475.0,A,60
1749828886.536785,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.536787,13.107.246.57,10.6.13.133,Raw,443.0,52475.0,PA,85
1749828886.537595,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.537597,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.537598,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.537687,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.538506,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.538508,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.538659,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.538661,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.538676,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.539349,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.539480,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.539531,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.541557,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.541559,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.541560,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.541652,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.541725,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.541727,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.543438,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.543440,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.543511,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.543513,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.544491,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.544493,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.544495,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.544599,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.544600,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.545438,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.545440,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.545668,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.545670,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.545671,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.546488,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.546557,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.546645,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.546737,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.548203,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.548204,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.548394,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.548395,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.550424,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.550425,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.550426,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.550636,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.550637,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.550790,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.550791,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.551005,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.551006,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.551007,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.551241,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.551271,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.551271,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.551479,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.551480,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.551480,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.551703,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.551704,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.551843,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.551845,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.551845,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.552324,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.552325,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.552326,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.552525,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.552526,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.558443,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.558445,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.558678,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.558680,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.558681,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.558682,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.558886,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.558888,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.559152,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.559154,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.559155,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.559437,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.559439,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.559440,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.559441,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.562705,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.562707,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.562915,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.562916,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.563086,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.563087,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.563088,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.563318,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.563319,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.563346,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.563438,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.563622,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.563623,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.563779,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.563780,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.563780,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.563961,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.564094,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.564095,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.564241,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.564242,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.564243,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.564428,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.564429,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.564454,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.564548,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.564549,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.564782,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.564805,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1430
1749828886.564904,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.564905,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.564906,67.217.228.199,10.6.13.133,Raw,443.0,52474.0,PA,133
1749828886.565095,67.217.228.199,10.6.13.133,Raw,443.0,52474.0,PA,133
1749828886.565096,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.565124,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.565125,10.6.13.133,67.217.228.199,Padding,52474.0,443.0,A,60
1749828886.565282,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,A,1430
1749828886.565284,142.250.138.97,10.6.13.133,Raw,443.0,52472.0,PA,1172
1749828886.565285,10.6.13.133,142.250.138.97,Padding,52472.0,443.0,A,60
1749828886.565464,10.6.13.133,142.250.138.97,Raw,52472.0,443.0,PA,93
1749828886.565800,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.565822,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.565823,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.566051,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.566053,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.566696,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.566910,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.566933,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.566935,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.568126,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.568127,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.568340,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.571309,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.571310,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.571312,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.571640,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
1749828886.571643,10.6.13.133,142.250.115.94,Padding,52473.0,443.0,A,60
1749828886.573347,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,PA,1430
1749828886.573348,142.250.115.94,10.6.13.133,Raw,443.0,52473.0,A,1430
